Location,Account,Campaign,Platform
"92867, California, United States",CGDR,Nationwide (CA),GOOGLE
"93907, California, United States",CGDR,Nationwide (CA),GOOGLE
"92841, California, United States",CGDR,Nationwide (CA),GOOGLE
"92394, California, United States",CGDR,Nationwide (CA),GOOGLE
"94304, California, United States",CGDR,Nationwide (CA),GOOGLE
"93257, California, United States",CGDR,Nationwide (CA),GOOGLE
"91768, California, United States",CGDR,Nationwide (CA),GOOGLE
"94301, California, United States",CGDR,Nationwide (CA),GOOGLE
"95961, California, United States",CGDR,Nationwide (CA),GOOGLE
"95703, California, United States",CGDR,Nationwide (CA),GOOGLE
"94708, California, United States",CGDR,Nationwide (CA),GOOGLE
"95387, California, United States",CGDR,Nationwide (CA),GOOGLE
"92377, California, United States",CGDR,Nationwide (CA),GOOGLE
"91411, California, United States",CGDR,Nationwide (CA),GOOGLE
"95811, California, United States",CGDR,Nationwide (CA),GOOGLE
"92663, California, United States",CGDR,Nationwide (CA),GOOGLE
"90222, California, United States",CGDR,Nationwide (CA),GOOGLE
"90005, California, United States",CGDR,Nationwide (CA),GOOGLE
"95816, California, United States",CGDR,Nationwide (CA),GOOGLE
"90057, California, United States",CGDR,Nationwide (CA),GOOGLE
"94621, California, United States",CGDR,Nationwide (CA),GOOGLE
"95240, California, United States",CGDR,Nationwide (CA),GOOGLE
"93036, California, United States",CGDR,Nationwide (CA),GOOGLE
"93109, California, United States",CGDR,Nationwide (CA),GOOGLE
"95658, California, United States",CGDR,Nationwide (CA),GOOGLE
"92378, California, United States",CGDR,Nationwide (CA),GOOGLE
"93013, California, United States",CGDR,Nationwide (CA),GOOGLE
"92617, California, United States",CGDR,Nationwide (CA),GOOGLE
"92879, California, United States",CGDR,Nationwide (CA),GOOGLE
"93461, California, United States",CGDR,Nationwide (CA),GOOGLE
"91722, California, United States",CGDR,Nationwide (CA),GOOGLE
"93428, California, United States",CGDR,Nationwide (CA),GOOGLE
"92358, California, United States",CGDR,Nationwide (CA),GOOGLE
"90290, California, United States",CGDR,Nationwide (CA),GOOGLE
"91759, California, United States",CGDR,Nationwide (CA),GOOGLE
"94060, California, United States",CGDR,Nationwide (CA),GOOGLE
"94546, California, United States",CGDR,Nationwide (CA),GOOGLE
"95662, California, United States",CGDR,Nationwide (CA),GOOGLE
"92070, California, United States",CGDR,Nationwide (CA),GOOGLE
"92532, California, United States",CGDR,Nationwide (CA),GOOGLE
"94124, California, United States",CGDR,Nationwide (CA),GOOGLE
"92591, California, United States",CGDR,Nationwide (CA),GOOGLE
"90506, California, United States",CGDR,Nationwide (CA),GOOGLE
"92113, California, United States",CGDR,Nationwide (CA),GOOGLE
"94117, California, United States",CGDR,Nationwide (CA),GOOGLE
"94560, California, United States",CGDR,Nationwide (CA),GOOGLE
"92505, California, United States",CGDR,Nationwide (CA),GOOGLE
"95672, California, United States",CGDR,Nationwide (CA),GOOGLE
"90680, California, United States",CGDR,Nationwide (CA),GOOGLE
"90260, California, United States",CGDR,Nationwide (CA),GOOGLE
"95320, California, United States",CGDR,Nationwide (CA),GOOGLE
"93245, California, United States",CGDR,Nationwide (CA),GOOGLE
"95993, California, United States",CGDR,Nationwide (CA),GOOGLE
"93063, California, United States",CGDR,Nationwide (CA),GOOGLE
"93117, California, United States",CGDR,Nationwide (CA),GOOGLE
"90034, California, United States",CGDR,Nationwide (CA),GOOGLE
"91302, California, United States",CGDR,Nationwide (CA),GOOGLE
"94556, California, United States",CGDR,Nationwide (CA),GOOGLE
"90068, California, United States",CGDR,Nationwide (CA),GOOGLE
"93704, California, United States",CGDR,Nationwide (CA),GOOGLE
"92003, California, United States",CGDR,Nationwide (CA),GOOGLE
"93616, California, United States",CGDR,Nationwide (CA),GOOGLE
"92010, California, United States",CGDR,Nationwide (CA),GOOGLE
"92883, California, United States",CGDR,Nationwide (CA),GOOGLE
"93924, California, United States",CGDR,Nationwide (CA),GOOGLE
"95835, California, United States",CGDR,Nationwide (CA),GOOGLE
"94074, California, United States",CGDR,Nationwide (CA),GOOGLE
"92081, California, United States",CGDR,Nationwide (CA),GOOGLE
"95637, California, United States",CGDR,Nationwide (CA),GOOGLE
"92122, California, United States",CGDR,Nationwide (CA),GOOGLE
"95627, California, United States",CGDR,Nationwide (CA),GOOGLE
"90064, California, United States",CGDR,Nationwide (CA),GOOGLE
"95219, California, United States",CGDR,Nationwide (CA),GOOGLE
"93440, California, United States",CGDR,Nationwide (CA),GOOGLE
"94063, California, United States",CGDR,Nationwide (CA),GOOGLE
"91304, California, United States",CGDR,Nationwide (CA),GOOGLE
"93003, California, United States",CGDR,Nationwide (CA),GOOGLE
"93458, California, United States",CGDR,Nationwide (CA),GOOGLE
"92059, California, United States",CGDR,Nationwide (CA),GOOGLE
"95660, California, United States",CGDR,Nationwide (CA),GOOGLE
"91708, California, United States",CGDR,Nationwide (CA),GOOGLE
"95634, California, United States",CGDR,Nationwide (CA),GOOGLE
"90212, California, United States",CGDR,Nationwide (CA),GOOGLE
"95918, California, United States",CGDR,Nationwide (CA),GOOGLE
"94014, California, United States",CGDR,Nationwide (CA),GOOGLE
"95126, California, United States",CGDR,Nationwide (CA),GOOGLE
"91902, California, United States",CGDR,Nationwide (CA),GOOGLE
"93441, California, United States",CGDR,Nationwide (CA),GOOGLE
"90071, California, United States",CGDR,Nationwide (CA),GOOGLE
"93723, California, United States",CGDR,Nationwide (CA),GOOGLE
"90048, California, United States",CGDR,Nationwide (CA),GOOGLE
"92555, California, United States",CGDR,Nationwide (CA),GOOGLE
"94305, California, United States",CGDR,Nationwide (CA),GOOGLE
"90001, California, United States",CGDR,Nationwide (CA),GOOGLE
"94040, California, United States",CGDR,Nationwide (CA),GOOGLE
"91208, California, United States",CGDR,Nationwide (CA),GOOGLE
"95258, California, United States",CGDR,Nationwide (CA),GOOGLE
"90280, California, United States",CGDR,Nationwide (CA),GOOGLE
"93636, California, United States",CGDR,Nationwide (CA),GOOGLE
"91205, California, United States",CGDR,Nationwide (CA),GOOGLE
"92107, California, United States",CGDR,Nationwide (CA),GOOGLE
"92282, California, United States",CGDR,Nationwide (CA),GOOGLE
"92376, California, United States",CGDR,Nationwide (CA),GOOGLE
"95615, California, United States",CGDR,Nationwide (CA),GOOGLE
"91360, California, United States",CGDR,Nationwide (CA),GOOGLE
"90077, California, United States",CGDR,Nationwide (CA),GOOGLE
"91203, California, United States",CGDR,Nationwide (CA),GOOGLE
"94002, California, United States",CGDR,Nationwide (CA),GOOGLE
"95612, California, United States",CGDR,Nationwide (CA),GOOGLE
"95667, California, United States",CGDR,Nationwide (CA),GOOGLE
"95006, California, United States",CGDR,Nationwide (CA),GOOGLE
"94121, California, United States",CGDR,Nationwide (CA),GOOGLE
"92553, California, United States",CGDR,Nationwide (CA),GOOGLE
"92359, California, United States",CGDR,Nationwide (CA),GOOGLE
"90808, California, United States",CGDR,Nationwide (CA),GOOGLE
"95686, California, United States",CGDR,Nationwide (CA),GOOGLE
"95033, California, United States",CGDR,Nationwide (CA),GOOGLE
"93728, California, United States",CGDR,Nationwide (CA),GOOGLE
"93432, California, United States",CGDR,Nationwide (CA),GOOGLE
"93437, California, United States",CGDR,Nationwide (CA),GOOGLE
"93022, California, United States",CGDR,Nationwide (CA),GOOGLE
"92145, California, United States",CGDR,Nationwide (CA),GOOGLE
"93405, California, United States",CGDR,Nationwide (CA),GOOGLE
"95333, California, United States",CGDR,Nationwide (CA),GOOGLE
"95818, California, United States",CGDR,Nationwide (CA),GOOGLE
"90035, California, United States",CGDR,Nationwide (CA),GOOGLE
"93925, California, United States",CGDR,Nationwide (CA),GOOGLE
"92627, California, United States",CGDR,Nationwide (CA),GOOGLE
"94104, California, United States",CGDR,Nationwide (CA),GOOGLE
"95118, California, United States",CGDR,Nationwide (CA),GOOGLE
"92835, California, United States",CGDR,Nationwide (CA),GOOGLE
"92582, California, United States",CGDR,Nationwide (CA),GOOGLE
"95843, California, United States",CGDR,Nationwide (CA),GOOGLE
"94606, California, United States",CGDR,Nationwide (CA),GOOGLE
"95638, California, United States",CGDR,Nationwide (CA),GOOGLE
"95363, California, United States",CGDR,Nationwide (CA),GOOGLE
"94110, California, United States",CGDR,Nationwide (CA),GOOGLE
"95306, California, United States",CGDR,Nationwide (CA),GOOGLE
"95864, California, United States",CGDR,Nationwide (CA),GOOGLE
"95717, California, United States",CGDR,Nationwide (CA),GOOGLE
"94122, California, United States",CGDR,Nationwide (CA),GOOGLE
"95128, California, United States",CGDR,Nationwide (CA),GOOGLE
"94957, California, United States",CGDR,Nationwide (CA),GOOGLE
"95841, California, United States",CGDR,Nationwide (CA),GOOGLE
"91762, California, United States",CGDR,Nationwide (CA),GOOGLE
"92571, California, United States",CGDR,Nationwide (CA),GOOGLE
"90069, California, United States",CGDR,Nationwide (CA),GOOGLE
"94517, California, United States",CGDR,Nationwide (CA),GOOGLE
"95012, California, United States",CGDR,Nationwide (CA),GOOGLE
"90210, California, United States",CGDR,Nationwide (CA),GOOGLE
"91303, California, United States",CGDR,Nationwide (CA),GOOGLE
"90740, California, United States",CGDR,Nationwide (CA),GOOGLE
"94933, California, United States",CGDR,Nationwide (CA),GOOGLE
"92368, California, United States",CGDR,Nationwide (CA),GOOGLE
"92129, California, United States",CGDR,Nationwide (CA),GOOGLE
"95046, California, United States",CGDR,Nationwide (CA),GOOGLE
"92346, California, United States",CGDR,Nationwide (CA),GOOGLE
"91502, California, United States",CGDR,Nationwide (CA),GOOGLE
"91602, California, United States",CGDR,Nationwide (CA),GOOGLE
"95111, California, United States",CGDR,Nationwide (CA),GOOGLE
"92008, California, United States",CGDR,Nationwide (CA),GOOGLE
"95365, California, United States",CGDR,Nationwide (CA),GOOGLE
"94564, California, United States",CGDR,Nationwide (CA),GOOGLE
"95141, California, United States",CGDR,Nationwide (CA),GOOGLE
"94720, California, United States",CGDR,Nationwide (CA),GOOGLE
"94507, California, United States",CGDR,Nationwide (CA),GOOGLE
"92333, California, United States",CGDR,Nationwide (CA),GOOGLE
"94806, California, United States",CGDR,Nationwide (CA),GOOGLE
"92661, California, United States",CGDR,Nationwide (CA),GOOGLE
"90501, California, United States",CGDR,Nationwide (CA),GOOGLE
"93435, California, United States",CGDR,Nationwide (CA),GOOGLE
"94041, California, United States",CGDR,Nationwide (CA),GOOGLE
"90840, California, United States",CGDR,Nationwide (CA),GOOGLE
"95304, California, United States",CGDR,Nationwide (CA),GOOGLE
"93737, California, United States",CGDR,Nationwide (CA),GOOGLE
"94518, California, United States",CGDR,Nationwide (CA),GOOGLE
"93267, California, United States",CGDR,Nationwide (CA),GOOGLE
"90039, California, United States",CGDR,Nationwide (CA),GOOGLE
"93455, California, United States",CGDR,Nationwide (CA),GOOGLE
"92007, California, United States",CGDR,Nationwide (CA),GOOGLE
"95619, California, United States",CGDR,Nationwide (CA),GOOGLE
"92325, California, United States",CGDR,Nationwide (CA),GOOGLE
"95975, California, United States",CGDR,Nationwide (CA),GOOGLE
"92339, California, United States",CGDR,Nationwide (CA),GOOGLE
"93553, California, United States",CGDR,Nationwide (CA),GOOGLE
"95307, California, United States",CGDR,Nationwide (CA),GOOGLE
"90805, California, United States",CGDR,Nationwide (CA),GOOGLE
"90095, California, United States",CGDR,Nationwide (CA),GOOGLE
"94401, California, United States",CGDR,Nationwide (CA),GOOGLE
"95220, California, United States",CGDR,Nationwide (CA),GOOGLE
"91767, California, United States",CGDR,Nationwide (CA),GOOGLE
"91790, California, United States",CGDR,Nationwide (CA),GOOGLE
"94087, California, United States",CGDR,Nationwide (CA),GOOGLE
"95692, California, United States",CGDR,Nationwide (CA),GOOGLE
"91784, California, United States",CGDR,Nationwide (CA),GOOGLE
"95117, California, United States",CGDR,Nationwide (CA),GOOGLE
"95116, California, United States",CGDR,Nationwide (CA),GOOGLE
"94508, California, United States",CGDR,Nationwide (CA),GOOGLE
"94945, California, United States",CGDR,Nationwide (CA),GOOGLE
"93449, California, United States",CGDR,Nationwide (CA),GOOGLE
"93705, California, United States",CGDR,Nationwide (CA),GOOGLE
"94158, California, United States",CGDR,Nationwide (CA),GOOGLE
"95687, California, United States",CGDR,Nationwide (CA),GOOGLE
"90291, California, United States",CGDR,Nationwide (CA),GOOGLE
"93064, California, United States",CGDR,Nationwide (CA),GOOGLE
"91786, California, United States",CGDR,Nationwide (CA),GOOGLE
"93630, California, United States",CGDR,Nationwide (CA),GOOGLE
"95054, California, United States",CGDR,Nationwide (CA),GOOGLE
"91008, California, United States",CGDR,Nationwide (CA),GOOGLE
"91011, California, United States",CGDR,Nationwide (CA),GOOGLE
"91746, California, United States",CGDR,Nationwide (CA),GOOGLE
"93648, California, United States",CGDR,Nationwide (CA),GOOGLE
"92373, California, United States",CGDR,Nationwide (CA),GOOGLE
"95330, California, United States",CGDR,Nationwide (CA),GOOGLE
"94044, California, United States",CGDR,Nationwide (CA),GOOGLE
"90650, California, United States",CGDR,Nationwide (CA),GOOGLE
"93656, California, United States",CGDR,Nationwide (CA),GOOGLE
"92308, California, United States",CGDR,Nationwide (CA),GOOGLE
"94030, California, United States",CGDR,Nationwide (CA),GOOGLE
"91355, California, United States",CGDR,Nationwide (CA),GOOGLE
"94534, California, United States",CGDR,Nationwide (CA),GOOGLE
"95674, California, United States",CGDR,Nationwide (CA),GOOGLE
"94618, California, United States",CGDR,Nationwide (CA),GOOGLE
"95664, California, United States",CGDR,Nationwide (CA),GOOGLE
"93653, California, United States",CGDR,Nationwide (CA),GOOGLE
"92407, California, United States",CGDR,Nationwide (CA),GOOGLE
"95211, California, United States",CGDR,Nationwide (CA),GOOGLE
"92618, California, United States",CGDR,Nationwide (CA),GOOGLE
"92161, California, United States",CGDR,Nationwide (CA),GOOGLE
"91202, California, United States",CGDR,Nationwide (CA),GOOGLE
"92071, California, United States",CGDR,Nationwide (CA),GOOGLE
"90638, California, United States",CGDR,Nationwide (CA),GOOGLE
"94956, California, United States",CGDR,Nationwide (CA),GOOGLE
"92182, California, United States",CGDR,Nationwide (CA),GOOGLE
"92337, California, United States",CGDR,Nationwide (CA),GOOGLE
"92058, California, United States",CGDR,Nationwide (CA),GOOGLE
"95368, California, United States",CGDR,Nationwide (CA),GOOGLE
"95032, California, United States",CGDR,Nationwide (CA),GOOGLE
"95659, California, United States",CGDR,Nationwide (CA),GOOGLE
"95620, California, United States",CGDR,Nationwide (CA),GOOGLE
